country|country_code|sector|subsector|btype|bage|topic|feature|type|detail|estimated|value|unit|source
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||1|23.6497569517621|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||1|12.683126308037409|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|30.108666838827975|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|3.502529004555967|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|37.07404651102415|kWh/m²/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|0.2217109326322534|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.002853319526473146|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|0.40162831467820886|TWh/year|
United Kingdom|uk|Residential sector|Appartment blocks|Appartment blocks|Post 2010|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|0.00042257662187067293|TWh/year|
United Kingdom|uk|Service sector|Total|Total||BUILDING|Area|Number of dwellings/units [Mil.]||0|7.106126418031425|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total||BUILDING|Area|Number of buildings [Mil.]||0|1.3095|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total||BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|2.694337973809275|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total||BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|4.396834044222151|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|Before 1945|BUILDING|Area|Constructed area [Mm²]||0|215.95371407241512|Mm²|
United Kingdom|uk|Service sector|Total|Total|Before 1945|BUILDING|Area|Heated area [Mm²]||0|215.95371407241512|Mm²|
United Kingdom|uk|Service sector|Total|Total|Before 1945|BUILDING|Area|Cooled area [Mm²]||0|58.20996000000001|Mm²|
United Kingdom|uk|Service sector|Total|Total|Before 1945|BUILDING|Area|Number of dwellings/units [Mil.]||0|2.244497103230826|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|Before 1945|BUILDING|Area|Number of buildings [Mil.]||0|0.40904230713905215|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|Before 1945|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.8007949997750655|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|Before 1945|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|1.4419697499158473|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|Before 1945|BUILDING|Occupancy|Occupied [Mil.]||0|1.9433157709116329|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|Before 1945|BUILDING|Occupancy|Vacant [Mil.]||0|0.3011813323191937|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|Before 1945|BUILDING|Occupancy|Secondary dwellings/ units and others [Mil.]||0|-4.996003610813204e-16|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|Before 1945|BUILDING|Construction features (U-values)|Walls||0|1.7999999999999996|dimensionless|
United Kingdom|uk|Service sector|Total|Total|Before 1945|BUILDING|Construction features (U-values)|Windows||0|4.9|dimensionless|
United Kingdom|uk|Service sector|Total|Total|Before 1945|BUILDING|Construction features (U-values)|Roof||0|1.9|dimensionless|
United Kingdom|uk|Service sector|Total|Total|Before 1945|BUILDING|Construction features (U-values)|Floor||0|1.9999999999999996|dimensionless|
United Kingdom|uk|Service sector|Total|Total|Before 1945|ENERGY|Useful energy demand|Space heating [kWh/m² year]||0|218.76579201432048|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|Before 1945|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||0|33.89446228201946|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|Before 1945|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||0|4.986604009252796|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|Before 1945|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|341.2746355423399|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|Before 1945|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|19.31984350075109|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|Before 1945|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|9.973208018505591|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|Before 1945|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|43.76596209298975|TWh/year|
United Kingdom|uk|Service sector|Total|Total|Before 1945|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|1.9729952936578619|TWh/year|
United Kingdom|uk|Service sector|Total|Total|Before 1945|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|66.87045694895569|TWh/year|
United Kingdom|uk|Service sector|Total|Total|Before 1945|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|1.2046073173849812|TWh/year|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|BUILDING|Area|Constructed area [Mm²]||0|76.46883165360211|Mm²|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|BUILDING|Area|Heated area [Mm²]||0|76.46883165360211|Mm²|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|BUILDING|Area|Cooled area [Mm²]||0|23.221719999999998|Mm²|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|BUILDING|Area|Number of dwellings/units [Mil.]||0|0.4959860105151052|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|BUILDING|Area|Number of buildings [Mil.]||0|0.13518902457578258|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.19231509839124208|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.3004041444653366|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|BUILDING|Occupancy|Occupied [Mil.]||0|0.4275443987259955|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|BUILDING|Occupancy|Vacant [Mil.]||0|0.06844161178910967|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|BUILDING|Construction features (U-values)|Walls||0|1.6999999999999995|dimensionless|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|BUILDING|Construction features (U-values)|Windows||0|4.749999999999999|dimensionless|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|BUILDING|Construction features (U-values)|Roof||0|1.7999999999999996|dimensionless|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|BUILDING|Construction features (U-values)|Floor||0|1.6999999999999995|dimensionless|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|ENERGY|Useful energy demand|Space heating [kWh/m² year]||0|200.5199619743683|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||0|41.654470478410104|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||0|5.56487466797736|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|312.81114068001455|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|23.743048172693758|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|11.12974933595472|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|15.75906667956362|TWh/year|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.9672884501979053|TWh/year|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|25.061381384349186|TWh/year|
United Kingdom|uk|Service sector|Total|Total|1945 - 1969|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|0.551354416612806|TWh/year|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|BUILDING|Area|Constructed area [Mm²]||0|39.05935050391938|Mm²|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|BUILDING|Area|Heated area [Mm²]||0|39.05935050391938|Mm²|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|BUILDING|Area|Cooled area [Mm²]||0|14.6028|Mm²|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|BUILDING|Area|Number of dwellings/units [Mil.]||0|0.28244697024766524|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|BUILDING|Area|Number of buildings [Mil.]||0|0.06622546471662252|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.10608161564147395|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.17446268109911153|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|BUILDING|Occupancy|Occupied [Mil.]||0|0.24048880955729662|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|BUILDING|Occupancy|Vacant [Mil.]||0|0.041958160690368666|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|BUILDING|Construction features (U-values)|Walls||0|1.2999999999999998|dimensionless|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|BUILDING|Construction features (U-values)|Windows||0|4.67|dimensionless|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|BUILDING|Construction features (U-values)|Roof||0|0.8999999999999998|dimensionless|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|BUILDING|Construction features (U-values)|Floor||0|1.3999999999999997|dimensionless|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|ENERGY|Useful energy demand|Space heating [kWh/m² year]||0|182.27413193441612|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||0|47.9192090058679|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||0|5.837706260115172|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|284.34764581768917|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|27.3139491333447|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|11.675412520230344|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|7.347526221976767|TWh/year|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.6997546252708878|TWh/year|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|11.562468392862973|TWh/year|
United Kingdom|uk|Service sector|Total|Total|1970 - 1979|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|0.398860136404406|TWh/year|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|BUILDING|Area|Constructed area [Mm²]||0|94.86375513251215|Mm²|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|BUILDING|Area|Heated area [Mm²]||0|94.86375513251215|Mm²|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|BUILDING|Area|Cooled area [Mm²]||0|35.86543999999999|Mm²|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|BUILDING|Area|Number of dwellings/units [Mil.]||0|0.9205683709253862|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|BUILDING|Area|Number of buildings [Mil.]||0|0.15466973677560936|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.3621829942812244|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.5565993186100966|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|BUILDING|Occupancy|Occupied [Mil.]||0|0.8251219490507474|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|BUILDING|Occupancy|Vacant [Mil.]||0|0.09544642187463888|1e6 dimensionless|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|BUILDING|Construction features (U-values)|Walls||0|0.6999999999999998|dimensionless|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|BUILDING|Construction features (U-values)|Windows||0|4.599999999999999|dimensionless|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|BUILDING|Construction features (U-values)|Roof||0|0.4999999999999999|dimensionless|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|BUILDING|Construction features (U-values)|Floor||0|1.0999999999999999|dimensionless|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|ENERGY|Useful energy demand|Space heating [kWh/m² year]||0|204.54967625407227|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||0|55.37025908946878|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||0|5.652082718980267|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|319.09749495635276|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|31.561047680997202|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|11.304165437960535|kWh/m²/year|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|19.940528191642994|TWh/year|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|1.9858787051577966|TWh/year|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|31.34314220702158|TWh/year|
United Kingdom|uk|Service sector|Total|Total|1980 - 1989|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|1.131950861939944|TWh/year|
United Kingdom|uk|Service sector|Total|Total|1990 - 1999|BUILDING|Area|Constructed area [Mm²]||0|113.59462486002239|Mm²|
