,year,case,rep,zones_controlled,onoffseed,tempseed,comforttemp,setbacktemp,cost,cumulative_emissions,comfort_violation (%),mean_comfort_violation,std_comfort_violation,building_cost,sensing_cost,control_names,retrofit_name,installation_cost,name
141,2023,1,0,0,5,10,18,13,1251.3399490484337,4.373173933205524,0.0,0.0,0.0,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
142,2022,10,0,1,5,30,18,17,2371.57434923064,1.178167079055395,0.776255707762557,9.08236746566865e-05,0.0013771887903625,48000.0,60,One Zone Controlled,System - ASHP+PV+Batt,48060.0,System - ASHP+PV+Batt One Zone Controlled
143,2023,14,0,9,5,30,21,17,125.77172523981524,0.08472394243619846,37.5437595129376,1.45898521305294,2.853047075666645,,520,Full Control,,,
144,2022,1,0,9,10,10,20,17,1408.277130087805,2.888746184952206,42.25076103500761,0.0113606745060975,0.034253067587776,3800.0,520,Full Control,Fabric - Low cost,4320.0,Fabric - Low cost Full Control
145,2022,10,0,1,15,30,20,13,1670.230596469685,0.8493911139375846,28.628234398782343,1.878971734503852,4.717677761241275,48000.0,60,One Zone Controlled,System - ASHP+PV+Batt,48060.0,System - ASHP+PV+Batt One Zone Controlled
146,2022,0,0,9,5,10,20,15,1270.23682276116,2.5861561961872193,45.05707762557078,0.0364657075209407,0.0996422262581402,0.0,520,Full Control,Baseline,520.0,Baseline Full Control
147,2022,14,0,4,15,42,19,17,198.51921179650654,0.10059286661223167,19.754566210045663,0.2797234873374895,0.8679261165962228,,240,Partial Control,,,
148,2023,1,0,0,5,15,18,17,1396.5023173589702,4.907904237326103,0.0,0.0,0.0,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
149,2023,5,0,9,15,15,21,17,1819.6357312038297,1.1751727036476187,49.12671232876713,0.0165763262705859,0.0436119966137582,28000.0,520,Full Control,System - ASHP,28520.0,System - ASHP Full Control
150,2022,14,0,9,15,42,18,15,129.77335940696125,0.06503146275488474,20.292998477929984,0.3731277633786889,1.1060455895108452,,520,Full Control,,,
151,2023,4,0,4,15,10,19,15,286.06451239236526,0.5801474233065832,20.50228310502283,0.537719066050524,1.7568828138956598,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
152,2022,0,0,4,15,42,21,15,1358.6652788769209,2.789473802961167,57.52473363774734,2.4822516824488075,4.206781345670431,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
153,2022,5,0,0,15,42,19,15,2347.503473305141,1.2124557185172167,22.676940639269404,1.4290425006364489,3.659555505102233,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
154,2022,1,0,0,5,10,19,17,2071.559285916023,4.3630439722484535,0.0,0.0,0.0,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
155,2023,10,0,9,5,15,18,15,944.6873747468636,0.6217905924390752,31.1910197869102,0.000875115702225,0.0044100894141398,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
156,2023,2,0,0,5,30,18,13,931.0128225366103,3.2286396470864402,0.0,0.0,0.0,16000.0,0,Manual Control,Fabric - Shallow,16000.0,Fabric - Shallow Manual Control
157,2022,4,0,1,10,30,21,15,523.1084167210596,0.7062482109529132,35.62785388127854,1.2741615217352116,2.9580417337616254,71000.0,60,One Zone Controlled,Fabric - Passivhaus,71060.0,Fabric - Passivhaus One Zone Controlled
158,2022,4,0,4,5,15,19,13,561.1017127538121,0.8028642515270714,12.829147640791478,0.2376108411159294,1.225006905790793,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
159,2023,4,0,0,10,42,19,13,307.21487519377115,0.6437823139921687,13.101217656012176,0.26182407970185,1.12547675151568,71000.0,0,Manual Control,Fabric - Passivhaus,71000.0,Fabric - Passivhaus Manual Control
160,2023,1,0,9,10,42,19,15,678.9518953714866,2.2803428489290622,42.96232876712329,0.0198312950370876,0.0572982421021673,3800.0,520,Full Control,Fabric - Low cost,4320.0,Fabric - Low cost Full Control
161,2023,1,0,4,5,10,20,13,948.8086273039492,3.295482779166377,29.00494672754947,0.034745509961204,0.1234600520943814,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
162,2022,0,0,4,10,42,20,15,1343.4041414010762,2.750283540943073,49.46537290715373,1.1168043819327538,2.916286664047787,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
163,2023,1,0,0,15,15,18,15,1094.8780808931397,3.845360889198527,12.38013698630137,0.3869111056631708,1.5280720420704046,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
164,2022,3,0,9,5,15,19,17,526.0888897832181,0.6612210208409772,20.94748858447489,0.1527554251875672,0.5505564607186434,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
165,2023,10,0,4,5,15,21,17,1704.7932641895893,1.0907163911609858,27.412480974124808,0.0085892632891353,0.0276212226554294,48000.0,240,Partial Control,System - ASHP+PV+Batt,48240.0,System - ASHP+PV+Batt Partial Control
166,2022,4,0,4,10,10,18,15,476.45093881890176,0.6059942943878143,13.245814307458142,0.2064446452034,0.8876756149105144,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
167,2022,2,0,4,5,15,20,15,1459.8611701201078,3.05338197500792,26.685692541856927,0.029826293012407,0.1144310771391098,16000.0,240,Partial Control,Fabric - Shallow,16240.0,Fabric - Shallow Partial Control
168,2022,3,0,9,15,30,18,15,451.312526084596,0.5088636277175798,18.281963470319635,0.1912673411646254,0.7227306882199372,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
169,2023,4,0,4,10,15,20,13,308.24926129693165,0.6713007762287029,24.03348554033485,0.8986940642509308,2.6699250363985025,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
170,2022,4,0,9,15,10,20,13,424.26755504203146,0.4907865478178269,32.38584474885845,1.4921475786801728,3.61795725759505,71000.0,520,Full Control,Fabric - Passivhaus,71520.0,Fabric - Passivhaus Full Control
171,2023,10,0,4,15,10,18,15,1161.7245319708022,0.7659387467380907,25.95319634703197,0.4546114046599782,1.4478260974741046,48000.0,240,Partial Control,System - ASHP+PV+Batt,48240.0,System - ASHP+PV+Batt Partial Control
172,2023,10,0,1,15,15,18,13,1359.603285712607,0.8978345593857388,15.75152207001522,0.4878298739324634,1.9574970746186136,48000.0,60,One Zone Controlled,System - ASHP+PV+Batt,48060.0,System - ASHP+PV+Batt One Zone Controlled
173,2022,4,0,1,15,15,21,13,547.8173210430025,0.7941501691791394,25.42427701674277,1.2175084168843444,3.498450042901309,71000.0,60,One Zone Controlled,Fabric - Passivhaus,71060.0,Fabric - Passivhaus One Zone Controlled
174,2022,4,0,4,5,15,18,15,564.1447402821113,0.8089703598149024,6.200532724505328,0.0800145882141615,0.5098695417073369,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
175,2022,10,0,0,15,30,19,17,2115.0204949206973,1.0772736985897187,20.764840182648403,0.8008049767970078,2.0533449787371194,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
176,2023,14,0,9,10,30,20,17,120.859486679651,0.08284559804353848,32.67123287671233,0.7974771026803673,1.7455824078520994,,520,Full Control,,,
177,2022,1,0,1,5,10,21,17,1976.4840178192492,4.151985742554519,6.206240487062405,0.0053860113986639,0.0281005345157029,3800.0,60,One Zone Controlled,Fabric - Low cost,3860.0,Fabric - Low cost One Zone Controlled
178,2022,1,0,1,5,10,20,13,1894.4744562457167,3.995639946613208,5.428082191780822,0.0090486586256108,0.0611683061219216,3800.0,60,One Zone Controlled,Fabric - Low cost,3860.0,Fabric - Low cost One Zone Controlled
179,2022,0,0,0,10,15,19,17,2048.2913011317164,4.2901931195769665,14.020167427701674,0.431337746193931,1.4046855694722942,0.0,0,Manual Control,Baseline,0.0,Baseline Manual Control
180,2022,3,0,0,5,15,18,17,859.2248205260559,1.4205008430788115,0.0133181126331811,6.828556426060872e-05,0.0076248297696147,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
181,2022,5,0,0,5,15,19,13,4045.6860295752913,2.0281852670991443,0.0019025875190258,2.5520841267477377e-06,0.0005850844194173,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
182,2022,4,0,4,5,30,19,13,505.6847322688272,0.6587537375480707,15.504185692541858,0.2865068040282157,1.3100251448123406,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
183,2023,3,0,1,15,42,21,13,331.7663333308644,0.7248903627530733,45.07039573820396,1.956915647382262,3.305400482539183,51000.0,60,One Zone Controlled,Fabric - Deep,51060.0,Fabric - Deep One Zone Controlled
184,2022,3,0,4,5,10,18,15,625.4168750026801,0.9073833293971075,7.602739726027398,0.0370786615609833,0.2693392222973572,51000.0,240,Partial Control,Fabric - Deep,51240.0,Fabric - Deep Partial Control
185,2022,0,0,1,15,30,21,13,1415.4477560421626,2.9619004726441687,45.156012176560125,2.6116398289783183,6.012423871737395,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
186,2023,5,0,4,15,42,21,17,1777.4405006347965,1.1690450534061354,59.23896499238965,2.0425711155587165,3.178023236711986,28000.0,240,Partial Control,System - ASHP,28240.0,System - ASHP Partial Control
187,2023,3,0,0,15,15,20,15,456.84717481560364,1.1772458141439242,7.018645357686454,0.1467994837877954,0.8831787126957062,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
188,2022,14,0,4,10,30,20,13,164.68733353619393,0.08203577734581634,25.80098934550989,0.9017265105706228,2.602406780093909,,240,Partial Control,,,
189,2023,3,0,4,15,42,21,13,324.7412906013542,0.7074060571038522,42.292617960426185,1.7084411972696976,3.2671034959035885,51000.0,240,Partial Control,Fabric - Deep,51240.0,Fabric - Deep Partial Control
190,2022,0,0,0,5,42,18,15,1705.2176686047521,3.5557207651574316,0.0,0.0,0.0,0.0,0,Manual Control,Baseline,0.0,Baseline Manual Control
191,2022,4,0,1,15,42,19,15,475.57075143905854,0.5893264924120704,18.504566210045663,0.4455796133370442,1.5806701674965289,71000.0,60,One Zone Controlled,Fabric - Passivhaus,71060.0,Fabric - Passivhaus One Zone Controlled
192,2022,5,0,0,5,30,19,17,3375.462730522921,1.7028233571039229,0.0,0.0,0.0,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
193,2023,10,0,1,10,15,21,13,1603.8780004469604,1.020396349825933,26.59246575342466,1.4298382595404728,3.927819247782017,48000.0,60,One Zone Controlled,System - ASHP+PV+Batt,48060.0,System - ASHP+PV+Batt One Zone Controlled
194,2022,1,0,1,5,15,20,15,2117.859311492213,4.468042405636966,4.689878234398782,0.0051151389248818,0.0323987639792579,3800.0,60,One Zone Controlled,Fabric - Low cost,3860.0,Fabric - Low cost One Zone Controlled
195,2023,5,0,0,15,30,19,13,1687.0766409111716,1.1204870859969789,20.536529680365295,1.3011582966617548,3.67014619790201,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
196,2022,3,0,1,15,42,20,15,552.3944581790179,0.7399765958891016,39.141933028919325,0.8618608135596529,2.137622240022554,51000.0,60,One Zone Controlled,Fabric - Deep,51060.0,Fabric - Deep One Zone Controlled
197,2022,0,0,1,10,15,21,13,1803.667180747133,3.804221464340427,24.97336377473364,1.4817670606045727,4.115612701219736,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
198,2023,14,0,1,10,42,21,17,138.33014888424867,0.09334873454105469,42.37062404870624,1.6163178498490651,2.824056728082779,,60,One Zone Controlled,,,
199,2022,10,0,1,5,15,19,15,2814.5417311169153,1.3957376087563376,2.9813546423135464,0.0009968928376393,0.008377203130367,48000.0,60,One Zone Controlled,System - ASHP+PV+Batt,48060.0,System - ASHP+PV+Batt One Zone Controlled
200,2022,3,0,0,10,30,21,15,636.7254517166904,0.9279001879907156,44.16286149162861,0.9750188071392316,2.138369294251211,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
201,2022,1,0,0,15,30,19,15,1477.679837330543,3.0837589199515287,20.700152207001523,1.1836467956047452,3.2590458188991382,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
202,2022,14,0,0,10,15,21,13,282.92317310684643,0.14191775941900273,18.57686453576865,0.5951104244117279,2.226812116339533,,0,Manual Control,,,
203,2023,2,0,1,10,15,18,13,883.012627821716,3.0985225222915322,11.126331811263318,0.2276123643905022,1.1821285361014051,16000.0,60,One Zone Controlled,Fabric - Shallow,16060.0,Fabric - Shallow One Zone Controlled
204,2023,10,0,4,10,42,20,13,1046.5898176629626,0.6687446165691412,52.36111111111112,1.2111465295977626,3.2233461141939213,48000.0,240,Partial Control,System - ASHP+PV+Batt,48240.0,System - ASHP+PV+Batt Partial Control
205,2022,0,0,0,15,10,19,17,1819.567496980825,3.7876303968890537,18.51027397260274,0.681899906275643,1.8919523739871416,0.0,0,Manual Control,Baseline,0.0,Baseline Manual Control
206,2022,14,0,4,10,10,21,15,187.83567360407804,0.09399191934887492,31.630517503805176,1.3850671557734275,3.2363077678319154,,240,Partial Control,,,
207,2022,0,0,0,10,10,18,17,1880.218723680072,3.921336050907773,12.180365296803652,0.204632829193765,0.6957582506137324,0.0,0,Manual Control,Baseline,0.0,Baseline Manual Control
208,2023,5,0,1,5,42,20,15,1967.4116804612931,1.273042526316172,30.95319634703196,0.0066553438151039,0.0269767893094393,28000.0,60,One Zone Controlled,System - ASHP,28060.0,System - ASHP One Zone Controlled
209,2023,3,0,9,15,30,21,13,323.69658593117333,0.7105424486997787,33.64535768645357,1.1415792233574378,3.0000446465019657,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
210,2023,14,0,9,15,10,21,15,88.57806976659998,0.05780989485854539,37.58561643835616,1.9241848262677448,3.973876199202673,,520,Full Control,,,
211,2023,1,0,1,15,30,21,15,869.5389555375125,2.996898153893611,47.49429223744292,2.461401082272769,5.467269310102052,3800.0,60,One Zone Controlled,Fabric - Low cost,3860.0,Fabric - Low cost One Zone Controlled
212,2022,4,0,1,10,42,18,13,477.8733233501704,0.5967727120260806,8.854642313546425,0.1880197790098712,1.1320212047323448,71000.0,60,One Zone Controlled,Fabric - Passivhaus,71060.0,Fabric - Passivhaus One Zone Controlled
213,2022,3,0,0,5,10,20,15,776.6551760030742,1.2321113599689995,0.4984779299847793,0.004736052347233,0.1037357612212772,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
214,2022,2,0,0,10,10,20,15,1450.886285196686,3.049158952614046,17.821537290715373,0.8965078393035634,2.73886363352516,16000.0,0,Manual Control,Fabric - Shallow,16000.0,Fabric - Shallow Manual Control
215,2023,5,0,9,5,42,18,17,1454.0698727404774,0.961403351108598,34.47488584474886,0.0013088863258829,0.0041756578370505,28000.0,520,Full Control,System - ASHP,28520.0,System - ASHP Full Control
216,2022,0,0,0,15,15,19,13,1852.5830368567886,3.915977205813974,16.272831050228312,0.8474807341522144,2.850755030598074,0.0,0,Manual Control,Baseline,0.0,Baseline Manual Control
217,2023,5,0,1,15,42,21,13,1510.6532216796447,1.0067004038374165,61.67998477929984,3.669868343395828,6.175767123235466,28000.0,60,One Zone Controlled,System - ASHP,28060.0,System - ASHP One Zone Controlled
218,2023,1,0,9,15,42,19,15,678.9518953714866,2.2803428489290622,42.96232876712329,0.0198312950370876,0.0572982421021673,3800.0,520,Full Control,Fabric - Low cost,4320.0,Fabric - Low cost Full Control
219,2023,2,0,9,15,30,19,13,494.57226173061844,1.6724923197412656,44.43302891933029,0.0796498326947911,0.2738054815776297,16000.0,520,Full Control,Fabric - Shallow,16520.0,Fabric - Shallow Full Control
220,2022,10,0,9,15,10,21,17,1781.8331484395355,0.8884148908688012,47.53044140030441,0.0180931557495555,0.047287606611483,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
221,2022,14,0,0,5,15,18,17,427.6035909951303,0.20744087389219798,0.1883561643835616,0.0014274627729892,0.0467752935344728,,0,Manual Control,,,
222,2023,3,0,9,10,42,20,17,329.52507791581587,0.7107155550865102,28.051750380517504,0.3775143516824779,1.022097913532164,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
223,2022,5,0,1,15,10,18,13,2543.1868562493282,1.3151052648174932,17.024353120243532,0.6608409652744387,2.376980503914941,28000.0,60,One Zone Controlled,System - ASHP,28060.0,System - ASHP One Zone Controlled
224,2022,5,0,0,10,10,19,17,3206.307061309816,1.6294912394060725,15.688736681887368,0.5012423884156092,1.5219331788546102,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
225,2023,2,0,1,15,15,20,13,851.7604396695547,2.9942720970010024,22.872907153729077,0.9723291197334074,2.9993752280693933,16000.0,60,One Zone Controlled,Fabric - Shallow,16060.0,Fabric - Shallow One Zone Controlled
226,2023,3,0,1,5,42,20,17,373.1502254447082,0.8575418737549361,35.85426179604262,0.2935154824518912,0.6494620114146904,51000.0,60,One Zone Controlled,Fabric - Deep,51060.0,Fabric - Deep One Zone Controlled
227,2022,0,0,0,10,30,20,13,1565.5999927869975,3.282686199298849,20.28538812785388,1.4823813267452095,4.117219199123712,0.0,0,Manual Control,Baseline,0.0,Baseline Manual Control
228,2022,14,0,9,10,10,19,13,119.38560464378875,0.0589965971115207,24.992389649923897,0.8364865226251093,2.3733568932625,,520,Full Control,,,
229,2022,1,0,4,10,42,18,13,1097.8031788550404,2.243309584213644,32.42770167427702,0.6235304572339272,2.0035579954632547,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
230,2023,10,0,9,5,15,20,17,1263.2843785389596,0.8276181594982088,40.02283105022831,0.0023809664359534,0.0093152929414589,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
231,2022,2,0,1,5,10,21,15,1612.393354832243,3.392210131298724,7.321156773211568,0.018118106110451,0.1089535001118009,16000.0,60,One Zone Controlled,Fabric - Shallow,16060.0,Fabric - Shallow One Zone Controlled
232,2023,10,0,4,10,42,21,13,1077.6465940077321,0.686107181267146,60.15220700152207,2.180968370985049,3.816087716704848,48000.0,240,Partial Control,System - ASHP+PV+Batt,48240.0,System - ASHP+PV+Batt Partial Control
233,2023,5,0,1,5,10,19,15,2386.469720503627,1.5388523240237921,3.276255707762557,0.0011554188833873,0.0099803570512641,28000.0,60,One Zone Controlled,System - ASHP,28060.0,System - ASHP One Zone Controlled
